formacao,modulo,aula,lesson_id,original_chars,revised_chars,source_url,status
Documentação Imobiliária Profissional,Casos Práticos e Avaliação,Apartamento com marquise,155,957,2728,https://justica.gov.pt/Servicos/Balcao-Casa-Pronta,REESCRITA
Documentação Imobiliária Profissional,Casos Práticos e Avaliação,Moradia com anexo,156,943,2368,https://justica.gov.pt/Servicos/Balcao-Casa-Pronta,REESCRITA
Documentação Imobiliária Profissional,Casos Práticos e Avaliação,Terreno 'para 6 moradias',157,959,2184,https://diariodarepublica.pt/dr/legislacao-consolidada/decreto-lei/1999-34567875-45232375,REESCRITA
Prática Profissional Avançada,Angariação e CMI,Preparar uma angariação juridicamente segura,158,1285,2858,https://diariodarepublica.pt/dr/detalhe/lei/15-2013-257806,REESCRITA
Prática Profissional Avançada,Angariação e CMI,Contrato de Mediação Imobiliária — CMI,159,1223,2816,https://diariodarepublica.pt/dr/detalhe/lei/15-2013-257806,REESCRITA
Prática Profissional Avançada,Angariação e CMI,Deveres da mediadora durante a angariação,160,1145,2216,https://diariodarepublica.pt/dr/legislacao-consolidada/decreto-lei/1999-34567875-45232375,REESCRITA
Prática Profissional Avançada,Compra e Venda — Processo Completo,Da proposta à preparação do negócio,161,1201,2813,https://justica.gov.pt/Servicos/Balcao-Casa-Pronta,REESCRITA
Prática Profissional Avançada,Compra e Venda — Processo Completo,Due diligence antes do CPCV,162,1028,2786,https://justica.gov.pt/Servicos/Balcao-Casa-Pronta,REESCRITA
Prática Profissional Avançada,Compra e Venda — Processo Completo,Do CPCV ao título definitivo,163,1076,2793,https://justica.gov.pt/Servicos/Balcao-Casa-Pronta,REESCRITA
Prática Profissional Avançada,"CPCV, Sinal, Incumprimento e Escritura",O que deve ficar claro no CPCV,164,1224,2811,https://diariodarepublica.pt/dr/legislacao-consolidada/decreto-lei/1966-34509075-59065106,REESCRITA
Prática Profissional Avançada,"CPCV, Sinal, Incumprimento e Escritura",Sinal e incumprimento,165,1307,2748,https://diariodarepublica.pt/dr/legislacao-consolidada/decreto-lei/1966-34509075-59065106,REESCRITA
Prática Profissional Avançada,"CPCV, Sinal, Incumprimento e Escritura",Preparar a escritura/DPA,166,1097,2769,https://diariodarepublica.pt/dr/legislacao-consolidada/decreto-lei/1966-34509075-59065106,REESCRITA
Prática Profissional Avançada,Financiamento e Avaliação Bancária,Crédito habitação: FINE e solvabilidade,167,1121,2350,https://diariodarepublica.pt/dr/legislacao-consolidada/decreto-lei/2017-107572846,REESCRITA
Prática Profissional Avançada,Financiamento e Avaliação Bancária,Avaliação bancária do imóvel,168,1039,2773,https://diariodarepublica.pt/dr/legislacao-consolidada/decreto-lei/2017-107572846,REESCRITA
Prática Profissional Avançada,Financiamento e Avaliação Bancária,Compra dependente de financiamento,169,1062,2815,https://diariodarepublica.pt/dr/legislacao-consolidada/decreto-lei/2017-107572846,REESCRITA
Prática Profissional Avançada,Fiscalidade Imobiliária,IMT e Imposto do Selo na aquisição,170,1249,2255,https://info.portaldasfinancas.gov.pt/,REESCRITA
Prática Profissional Avançada,Fiscalidade Imobiliária,Mais-valias e fiscalidade do vendedor,171,1257,2872,https://info.portaldasfinancas.gov.pt/,REESCRITA
Prática Profissional Avançada,Fiscalidade Imobiliária,"IMI, AIMI e fiscalidade na exploração",172,1026,2872,https://info.portaldasfinancas.gov.pt/,REESCRITA
Prática Profissional Avançada,Arrendamento,Contrato e finalidade,173,1523,2752,https://diariodarepublica.pt/dr/legislacao-consolidada/decreto-lei/1999-34567875-45232375,REESCRITA
Prática Profissional Avançada,Arrendamento,"Rendas, caução e garantias",174,1044,2186,https://diariodarepublica.pt/dr/legislacao-consolidada/decreto-lei/1999-34567875-45232375,REESCRITA
Prática Profissional Avançada,Arrendamento,Venda de imóvel arrendado,175,1002,2184,https://diariodarepublica.pt/dr/legislacao-consolidada/decreto-lei/1999-34567875-45232375,REESCRITA
Prática Profissional Avançada,"Heranças, Compropriedade e Divórcio",Imóvel em herança,176,1231,2168,https://diariodarepublica.pt/dr/legislacao-consolidada/decreto-lei/1999-34567875-45232375,REESCRITA
Prática Profissional Avançada,"Heranças, Compropriedade e Divórcio",Compropriedade,177,1149,2726,https://diariodarepublica.pt/dr/legislacao-consolidada/decreto-lei/1999-34567875-45232375,REESCRITA
Prática Profissional Avançada,"Heranças, Compropriedade e Divórcio","Divórcio, casamento e legitimidade",178,1092,2866,https://info.portaldasfinancas.gov.pt/,REESCRITA
Prática Profissional Avançada,Prevenção do Branqueamento de Capitais — AML,Porque o imobiliário é atividade abrangida,179,1102,2218,https://diariodarepublica.pt/dr/legislacao-consolidada/decreto-lei/1999-34567875-45232375,REESCRITA
Prática Profissional Avançada,Prevenção do Branqueamento de Capitais — AML,"Identificação, beneficiário efetivo e origem de fundos",180,1369,2520,https://diariodarepublica.pt/dr/legislacao-consolidada/decreto-lei/1999-34567875-45232375,REESCRITA
Prática Profissional Avançada,Prevenção do Branqueamento de Capitais — AML,Sinais de alerta no negócio imobiliário,181,1185,2910,https://diariodarepublica.pt/dr/legislacao-consolidada/decreto-lei/1999-34567875-45232375,REESCRITA
Prática Profissional Avançada,RGPD e Proteção de Dados,Dados pessoais na mediação,182,1040,2229,https://diariodarepublica.pt/dr/detalhe/lei/15-2013-257806,REESCRITA
Prática Profissional Avançada,RGPD e Proteção de Dados,Consentimento não é a única base jurídica,183,1166,2259,https://www.cnpd.pt/,REESCRITA
Prática Profissional Avançada,RGPD e Proteção de Dados,"Fotografias, visitas e partilha documental",184,1039,2848,https://www.cnpd.pt/,REESCRITA
Prática Profissional Avançada,Publicidade Imobiliária,O anúncio tem de corresponder ao imóvel,185,1101,2830,https://diariodarepublica.pt/dr/detalhe/lei/15-2013-257806,REESCRITA
Prática Profissional Avançada,Publicidade Imobiliária,Certificado energético no anúncio,186,1133,2187,https://www.sce.pt/,REESCRITA
Prática Profissional Avançada,Publicidade Imobiliária,Publicidade de terrenos e projetos,187,1014,2202,https://diariodarepublica.pt/dr/legislacao-consolidada/decreto-lei/1999-34567875-45232375,REESCRITA
Prática Profissional Avançada,Certificação Energética — Avançado,Quando o SCE entra na transação,188,1033,2196,https://www.sce.pt/,REESCRITA
Prática Profissional Avançada,Certificação Energética — Avançado,Validade e substituição do certificado,189,982,2834,https://www.sce.pt/,REESCRITA
Prática Profissional Avançada,Certificação Energética — Avançado,Terreno com projeto e pré-certificado,190,1053,2254,https://www.sce.pt/,REESCRITA
Prática Profissional Avançada,Casos Práticos Avançados,Caso integrado: venda com financiamento e divergência documental,191,1140,3015,https://diariodarepublica.pt/dr/legislacao-consolidada/decreto-lei/2017-107572846,REESCRITA
Prática Profissional Avançada,Casos Práticos Avançados,"Caso integrado: herança, anexo e compropriedade",192,1019,2487,https://diariodarepublica.pt/dr/legislacao-consolidada/decreto-lei/1999-34567875-45232375,REESCRITA
Prática Profissional Avançada,Casos Práticos Avançados,Caso integrado: loja para habitação,193,1097,2803,https://diariodarepublica.pt/dr/detalhe/lei/15-2013-257806,REESCRITA
